id,Class
13710,C
13711,C
13712,N
13713,O
13716,C
13717,N
13719,N
13721,E
13722,C
13723,N
13725,C
13726,C
13730,N
13732,N
13734,E
13738,E
13739,E
13740,E
13742,C
13745,N
13747,E
13748,E
13751,C
13752,A
13753,C
13754,A
13756,A
13758,C
13759,C
13760,O
13761,C
13763,E
13764,E
13765,C
13768,C
13769,A
13771,C
13772,C
13773,O
13774,N
13777,E
13779,A
13785,O
13786,C
13787,N
13788,E
13792,E
13793,E
13794,O
13797,C
13798,E
13800,E
13803,N
13804,E
13806,N
13809,C
13810,E
13811,N
13812,N
13813,A
13814,A
13816,C
13817,N
13818,O
13819,C
13820,N
13821,N
13822,C
13823,E
13824,N
13825,N
13826,N
13827,C
13829,C
13830,N
13831,N
13832,O
13833,C
13836,C
13837,N
13840,C
13844,E
13851,C
13852,N
13853,A
13855,C
13857,C
13858,N
13860,A
13864,N
13867,E
13868,E
13869,A
13870,E
13871,C
13872,A
13874,E
13876,N
13878,O
13879,N
13880,N
13881,E
13883,E
13885,N
13888,A
13889,N
13890,A
13892,A
13893,A
13902,O
13903,O
13904,E
13906,C
13908,N
13909,N
13910,N
13914,O
13915,A
13916,C
13919,C
13920,E
13921,C
13923,C
13926,O
13927,C
13929,A
13931,C
13932,C
13933,C
13934,E
13935,C
13936,E
13938,N
13939,A
13940,N
13941,C
13942,C
13946,E
13949,E
13951,E
13953,N
13955,C
13956,N
13957,C
13958,C
13959,C
13960,N
13961,E
13963,N
13965,C
13967,N
13968,N
13970,O
13973,C
13976,C
13978,E
13979,C
13984,N
13985,N
13987,C
13989,C
13992,N
13993,N
13995,E
13996,C
14000,N
14001,O
14002,O
14003,C
14004,C
14007,C
14008,E
14009,E
14010,E
14012,E
14013,N
14015,C
14018,N
14019,A
14024,A
14028,C
14030,N
14031,N
14032,A
14033,N
14036,E
14037,N
14039,C
14040,N
14041,E
14042,A
14043,C
14046,C
14047,C
14051,E
14053,E
14054,O
14055,C
14056,C
14057,E
14059,E
14062,A
14063,E
14064,C
14065,E
14066,E
14067,E
14068,E
14069,N
14071,E
14072,N
14073,C
14074,A
14076,C
14079,E
14080,C
14081,E
14085,N
14086,O
14089,O
14091,N
14093,E
14094,E
14095,C
14099,A
14100,C
14101,C
14105,E
14106,A
14107,E
14108,N
14109,N
14112,E
14113,A
14115,E
14116,N
14119,C
14120,E
14121,C
14122,N
14123,N
14124,N
14127,N
14129,E
14132,E
14133,O
14134,N
14136,E
14142,N
14143,C
14145,C
14150,E
14151,C
14152,C
14153,C
14156,E
14157,C
14159,N
14161,N
14164,N
14165,N
14166,C
14167,E
14168,A
14170,N
14172,E
14174,N
14177,C
14180,C
14182,N
14183,N
14184,C
14185,N
14190,O
14191,E
14196,A
14197,C
14199,C
14200,N
14202,C
14204,O
14205,N
14211,C
14214,C
14216,E
14217,C
14219,E
14221,C
14222,A
14223,E
14224,N
14225,E
14227,C
14230,E
14231,N
14232,C
14233,C
14235,N
14240,E
14241,C
14243,E
14246,E
14247,N
14249,A
14250,A
14254,C
14255,N
14257,N
14258,N
14259,C
14261,N
14262,N
14263,A
14267,N
14268,N
14272,E
14273,E
14274,A
14275,C
14276,N
14277,C
14279,N
14280,A
14283,O
14285,N
14286,C
14287,E
14288,N
14290,A
14292,C
14293,C
14295,E
14296,E
14297,N
14298,O
14299,N
14301,N
14302,N
14303,A
14304,N
14305,E
14307,C
14308,N
14309,N
14313,N
14314,E
14315,A
14316,A
14317,E
14318,O
14319,N
14321,C
14327,C
14328,A
14329,C
14331,C
14332,N
14334,N
14335,O
14336,C
14338,O
14339,N
14348,C
14349,E
14351,E
14353,E
14357,C
14358,O
14359,N
14362,C
14363,E
14364,N
14367,N
14368,E
14370,C
14371,N
14373,C
14374,N
14375,N
14376,C
14378,N
14379,A
14380,O
14382,C
14383,C
14384,N
14386,A
14388,A
14389,N
14393,N
14394,E
14395,E
14397,C
14399,C
14400,O
14402,C
14403,N
14404,N
14406,E
14410,N
14413,E
14414,C
14415,N
14420,N
14421,E
14422,A
14423,C
14425,E
14426,E
14428,A
14432,O
14435,E
14436,C
14439,E
14440,C
14442,C
14447,E
14450,E
14451,N
14452,C
14453,C
14454,C
14456,N
14457,N
14458,C
14460,O
14462,N
14463,C
14467,N
14468,N
14473,N
14475,N
14476,O
14479,E
14480,C
14482,N
14483,N
14484,C
14485,N
14486,C
14487,C
14488,E
14490,A
14492,N
14493,N
14494,N
14495,N
14496,N
14498,A
14501,C
14502,E
14504,E
14509,N
14510,O
14511,E
14512,N
14516,C
14517,C
14518,N
14519,C
14522,C
14523,C
14524,A
14526,E
14527,C
14528,C
14530,C
14532,A
14536,N
14537,C
14539,E
14540,N
14542,N
14543,C
14545,E
14548,C
14549,E
14551,E
14552,N
14555,E
14557,C
14558,N
14559,E
14560,C
14562,C
14563,C
14564,N
14565,E
14568,N
14569,A
14571,E
14574,N
14577,A
14578,N
14580,C
14584,N
14588,A
14589,N
14590,N
14593,E
14594,N
14595,O
14597,N
14598,N
14599,A
14600,O
14601,C
14602,C
14603,E
14604,N
14606,O
14607,E
14608,C
14609,N
14611,O
14612,N
14613,N
14617,N
14618,N
14619,O
14620,E
14621,C
14622,E
14623,C
14624,N
14625,E
14626,O
14627,C
14628,A
14629,A
14632,A
14633,C
14635,C
14637,N
14640,N
14641,C
14642,N
14643,C
14645,A
14650,N
14651,C
14653,N
14655,O
14656,N
14657,N
14658,E
14662,O
14663,O
14667,O
14669,E
14670,O
14671,C
14672,E
14673,A
14676,O
14677,O
14679,O
14681,C
14682,C
14683,C
14684,N
14685,A
14686,C
14687,N
14689,C
14691,A
14692,N
14693,C
14694,O
14695,N
14697,N
14698,E
14700,E
14701,C
14702,N
14703,E
14704,E
14706,C
14710,N
14712,C
14713,C
14718,A
14720,E
14722,E
14723,N
14724,O
14725,C
14726,O
14729,N
14730,N
14733,E
14734,O
14736,N
14738,O
14739,E
14740,E
14741,C
14744,E
14745,C
14746,N
14750,A
14752,E
14753,E
14755,A
14761,N
14762,A
14763,E
14767,A
14768,C
14769,N
14771,C
14773,N
14774,A
14775,N
14777,N
14779,N
14780,E
14781,N
14783,A
14786,E
14787,E
14788,E
14790,E
14792,A
14793,A
14794,N
14796,O
14797,N
14798,A
14799,E
14800,E
14801,C
14802,N
14803,C
14804,C
14805,N
14806,E
14807,E
14811,C
14813,N
14815,C
14819,N
14820,N
14822,O
14823,E
14824,E
14825,C
14827,A
14829,O
14831,E
14835,C
14837,N
14838,N
14840,N
14843,A
14845,C
14847,N
14848,E
14849,N
14851,N
14852,A
14855,C
14858,C
14860,N
14861,C
14863,E
14867,N
14868,A
14869,C
14871,O
14872,E
14874,C
14875,A
14876,E
14877,A
14878,E
14879,E
14882,N
14885,E
14886,N
14887,A
14890,N
14891,N
14892,E
14893,C
14894,N
14895,C
14896,C
14898,A
14899,N
14900,E
14901,C
14902,N
14904,C
14909,C
14911,N
14912,E
14913,E
14915,E
14916,N
14917,N
14918,C
14919,N
14920,N
14922,C
14924,N
14926,E
14927,E
14928,C
14929,C
14931,O
14933,E
14934,N
14935,C
14936,E
14940,E
14941,E
14943,E
14944,C
14945,N
14946,E
14947,C
14948,E
14951,C
14953,N
14956,C
14958,C
14959,C
14960,C
14962,A
14963,C
14964,N
14965,E
14967,E
14968,C
14972,E
14973,C
14974,N
14976,E
14977,N
14978,N
14979,N
14980,A
14982,C
14983,N
14985,O
14988,C
14990,C
14991,A
14994,C
14996,O
14998,N
15002,E
15003,A
15006,C
15008,E
15010,O
15012,E
15013,O
15015,A
15018,C
15019,E
15021,N
15023,A
15024,N
15025,C
15029,E
15031,N
15033,A
15034,O
15037,N
15038,C
15039,E
15042,N
15045,O
15047,C
15048,C
15049,A
15050,N
15051,O
15052,C
15059,C
15060,N
15061,C
15064,E
15067,C
15069,N
15071,A
15074,C
15076,N
15078,C
15079,C
15080,O
15081,E
15082,C
15083,N
15084,C
15086,N
15087,N
15088,C
15090,N
15092,E
15094,E
15095,C
15098,E
15099,N
15100,A
15105,C
15106,E
15107,E
15108,O
15109,A
15111,A
15117,C
15119,N
15121,N
15122,N
15124,A
15125,E
15126,C
15129,N
15131,C
15133,O
15140,E
15143,O
15144,C
15146,C
15147,N
15150,N
15152,N
15154,C
15155,C
15156,C
15160,N
15161,E
15162,E
15163,N
15165,C
15166,N
15167,C
15169,E
15170,C
15175,N
15178,N
15186,N
15187,A
15189,O
15190,C
15191,N
15192,E
15193,C
15195,E
15196,C
15197,E
15198,C
15200,A
15201,C
15202,A
15203,C
15204,C
15205,C
15207,N
15208,N
15209,N
15210,C
15211,C
15214,O
15216,E
15217,N
15218,E
15219,E
15221,N
15223,C
15224,N
15225,A
15226,E
15227,C
15229,N
15231,A
15232,N
15233,N
15234,C
15235,C
15236,N
15238,N
15239,E
15240,C
15241,C
15243,N
15246,E
15247,E
15249,A
15253,N
15254,O
15255,N
15257,C
15261,A
15262,C
15263,E
15265,N
15266,E
15268,O
15270,N
15271,C
15274,C
15275,N
15276,A
15278,C
15280,A
15282,E
15283,E
15284,O
15285,N
15287,E
15290,C
15291,C
15292,C
15295,E
15296,C
15297,N
15298,E
15300,C
15304,C
15306,N
15307,O
15308,C
15309,N
15311,A
15312,N
15313,N
15314,N
15315,C
15316,N
15318,A
15319,N
15320,N
15321,C
15324,C
15327,E
15328,E
15332,N
15333,N
15334,E
15335,C
15336,O
15337,C
15338,C
15340,C
15341,A
15342,C
15343,E
15346,N
15349,N
15350,C
15352,O
15353,E
15357,E
15358,E
15360,C
15361,C
15365,N
15366,O
15369,A
15370,A
15374,C
15377,C
15378,E
15379,C
15380,O
15382,N
15384,N
15385,A
15387,A
15388,N
15390,N
15391,A
15392,C
15393,N
15394,E
15396,C
15398,E
15399,C
15400,C
15405,N
15406,C
15408,N
15409,O
15413,C
15414,N
15415,C
15417,N
15418,N
15419,N
15421,O
15422,E
15423,E
15424,C
15428,C
15429,C
15432,N
15435,C
15437,O
15440,C
15441,C
15442,N
15443,E
15444,C
15445,E
15446,N
15449,N
15453,N
15454,O
15456,C
15459,C
15461,A
15462,A
15463,O
15464,C
15466,C
15468,C
15470,C
15471,C
15472,E
15473,C
15475,C
15477,E
15478,N
15479,C
15480,A
15482,E
15483,A
15485,E
15486,C
15487,O
15488,C
15489,C
15490,N
15491,A
15492,C
15494,C
15495,E
15498,E
15499,N
15500,E
15501,E
15502,N
15505,E
15507,C
15508,C
15509,A
15511,C
15512,C
15513,N
15514,O
15515,N
15516,C
15517,N
15518,E
15519,C
15520,N
15521,N
15522,N
15524,A
15526,E
15527,N
15528,C
15529,E
15531,N
15533,E
15539,C
15541,E
15542,O
15543,C
15544,O
15549,C
15550,N
15551,C
15555,A
15558,N
15560,O
15561,C
15566,A
15568,A
15570,O
15573,A
15574,A
15575,N
15576,E
15578,E
15579,C
15580,E
15581,C
15582,E
15585,C
15587,E
15589,C
15594,N
15595,C
15598,N
15600,E
15601,N
15602,C
15603,E
15604,E
15606,N
15608,C
15609,N
15610,E
15611,C
15613,A
15618,N
15620,C
15621,C
15623,E
15624,C
15625,C
15626,E
15629,O
15630,E
15633,E
15635,C
15637,E
15638,C
15639,N
15640,N
15642,E
15643,C
15644,E
15645,C
15647,N
15648,N
15649,O
15651,E
15652,E
15654,N
15655,C
15656,E
15657,C
15658,O
15659,E
15661,C
15662,C
15667,C
15668,E
15669,E
15673,O
15674,N
15676,E
15678,N
15679,E
15680,N
15684,O
15686,A
15688,O
15691,C
15692,E
15694,N
15696,C
15698,A
15699,C
15701,C
15702,N
15703,E
15706,E
15707,C
15708,N
15709,C
15712,A
15713,A
15714,O
15715,E
15716,N
15717,N
15718,C
15719,E
15720,N
15722,N
15726,O
15728,E
15729,E
15731,N
15734,C
15735,N
15736,A
15743,N
15745,E
15746,A
15748,C
15749,C
15750,C
15752,O
15753,C
15756,E
15758,C
15759,C
15761,A
15762,O
15765,N
15766,E
15767,C
15768,N
15769,N
15770,N
15771,N
15772,C
15773,C
15777,N
15778,N
15779,C
15780,E
15781,E
15782,E
15785,N
15786,N
15787,C
15789,E
15791,N
15792,A
15793,C
15795,N
15796,A
15797,N
15799,C
15800,N
15802,O
15804,C
15805,N
15806,E
15807,E
15808,N
15810,E
15811,E
15812,C
15818,C
15819,N
15820,C
15821,E
15822,E
15823,E
15824,E
15826,E
15828,C
15830,C
15832,C
15833,C
15834,N
15835,N
15836,C
15837,N
15840,E
15843,E
15845,C
15846,E
15847,C
15848,N
15849,C
15850,A
15855,C
15856,N
15857,E
15858,C
15859,N
15860,E
15861,E
15862,E
15864,E
15869,E
15870,N
15871,N
15872,E
15874,A
15875,N
15877,N
15879,C
15880,E
15881,E
15882,E
15884,E
15889,O
15890,C
15891,E
15894,N
15897,O
15898,E
15901,O
15903,C
15905,E
15908,C
15909,O
15911,A
15912,E
15913,N
15915,C
15916,O
15919,N
15920,N
15922,C
15924,C
15925,O
15926,C
15927,E
15929,E
15930,N
15931,C
15933,C
15934,C
15935,N
15936,N
15938,N
15939,N
15940,N
15945,N
15947,E
15948,A
15950,O
15954,N
15955,C
15958,C
15959,C
15960,C
15962,C
15965,C
15967,E
15968,C
15971,A
15972,C
15973,O
15974,O
15977,N
15978,N
15980,N
15982,O
15983,E
15984,C
15985,C
15986,N
15987,E
15988,E
15989,E
15990,N
15991,N
15992,C
15993,O
15994,C
15995,N
15996,C
15999,C
16000,E
16002,E
16003,E
16004,C
16005,C
16006,N
16009,E
16010,E
16011,A
16012,N
16013,C
16017,E
16018,C
16020,C
16021,E
16023,N
16026,C
16027,E
16029,C
16032,N
16034,N
16035,E
16037,N
16043,C
16045,N
16047,E
16048,N
16049,N
16052,N
16053,N
16055,N
16056,A
16058,N
16059,C
16061,N
16064,C
16065,N
16069,A
16071,C
16074,A
16076,N
16077,E
16078,C
16079,N
16080,O
16081,C
16082,C
16083,A
16086,C
16087,E
16088,C
16090,C
16093,C
16094,E
16095,E
16097,N
16098,E
16099,C
16100,N
16102,E
16103,C
16104,C
16107,N
16111,N
16113,E
16114,O
16115,E
16116,C
16119,C
16121,O
16124,O
16125,A
16127,C
16129,C
16130,A
16131,E
16132,E
16134,E
16135,O
16137,O
16138,C
16139,E
16140,C
16141,O
16143,C
16145,A
16146,C
16147,C
16148,N
16149,E
16150,C
16151,C
16154,C
16155,E
16156,E
16158,E
16159,N
16161,C
16162,E
16163,O
16164,N
16165,C
16166,N
16167,O
16169,E
16171,O
16172,C
16173,N
16174,N
16178,E
16179,E
16182,N
16183,C
16184,N
16186,C
16187,C
16188,N
16192,E
16193,C
16194,O
16200,E
16201,E
16204,N
16206,O
16207,N
16208,C
16210,C
16211,E
16213,N
16215,A
16218,N
16222,E
16223,N
16225,E
16226,N
16227,C
16228,C
16229,N
16230,N
16232,C
16234,A
16237,O
16238,O
16242,E
16243,A
16244,A
16245,A
16248,N
16250,O
16252,C
16253,E
16254,N
16255,N
16256,O
16257,O
16259,C
16260,E
16261,C
16262,A
16265,C
16266,C
16269,A
16272,C
16273,C
16274,C
16275,N
16276,C
16277,N
16279,N
16281,A
16282,E
16283,C
16285,C
16287,E
16290,C
16292,E
16293,O
16294,C
16295,E
16296,A
16298,E
16299,C
16300,A
16301,N
16302,N
16304,C
16311,E
16312,N
16314,N
16316,A
16317,O
16320,A
16321,N
16326,E
16328,C
16330,O
16332,E
16333,N
16334,N
16335,E
16336,N
16339,N
16341,N
16343,N
16344,N
16346,C
16347,C
16348,C
16349,N
16352,C
16354,N
16355,C
16356,C
16360,C
16362,E
16363,A
16364,N
16365,O
16367,N
16369,N
16371,N
16373,C
16376,N
16377,E
16379,E
16382,N
16383,N
16385,N
16388,C
16389,E
16390,C
16391,C
16395,C
16396,E
16397,N
16398,N
16400,C
16401,E
16403,C
16404,E
16405,N
16406,N
16408,C
16409,A
16410,A
16411,C
16412,O
16413,N
16414,A
16415,C
16416,C
16418,N
16419,E
16422,C
16425,N
16426,E
16427,E
16429,N
16432,E
16434,C
16437,O
16441,E
16443,C
16444,C
16445,C
16448,N
16450,E
16453,N
16458,C
16460,C
16464,N
16466,C
16467,E
16471,C
16472,N
16473,N
16477,N
16478,N
16479,N
16481,N
16482,A
16483,O
16484,O
16485,C
16488,N
16491,C
16492,C
16494,N
16495,N
16498,O
16499,E
16500,C
16501,C
16507,A
16509,E
16510,C
16512,C
16513,N
16515,C
16516,N
16520,E
16524,C
16526,E
16530,C
16531,E
16534,E
16535,E
16537,A
16538,E
16544,E
16545,C
16547,N
16548,E
16549,N
16550,C
16551,C
16555,C
16556,O
16557,N
16558,N
16560,N
16561,E
16563,N
16564,C
16566,E
16567,N
16568,N
16571,C
16572,C
16573,N
16574,N
16576,N
16577,C
16578,C
16580,N
16581,C
16582,C
16583,E
16585,O
16586,O
16588,N
16589,N
16590,E
16591,E
16592,E
16594,C
16595,E
16597,E
16598,N
16600,N
16601,A
16604,E
16605,N
16606,N
16608,A
16609,A
16613,N
16614,C
16618,C
16619,A
16622,E
16623,N
16625,N
16627,N
16628,E
16629,N
16630,N
16631,O
16634,E
16635,N
16636,N
16637,C
16639,C
16641,C
16642,N
16643,C
16644,N
16645,E
16646,E
16647,E
16649,E
16650,C
16653,N
16654,N
16656,C
16657,E
16659,C
16660,C
16662,C
16663,N
16666,C
16667,C
16668,N
16671,N
16672,A
16673,C
16674,A
16676,C
16677,E
16678,N
16679,E
16684,E
16685,C
16686,N
16687,O
16690,C
16692,C
16695,O
16696,C
16698,N
16699,C
16700,N
16701,C
16702,E
16703,N
16705,N
16706,E
16707,N
16709,A
16710,C
16711,A
16712,C
16713,N
16717,N
16720,E
16721,E
16723,E
16724,A
16725,E
16726,C
16727,N
16729,C
16731,C
16733,O
16734,O
16735,A
16736,N
16737,N
16743,E
16745,N
16746,C
16747,E
16748,E
16750,N
16751,C
16757,N
16758,E
16759,N
16761,N
16762,C
16764,N
16765,E
16766,A
16767,C
16768,N
16771,C
16772,C
16775,C
16776,E
16780,O
16781,N
16783,E
16784,N
16785,N
16787,N
16791,N
16792,C
16794,E
16795,A
16796,E
16798,C
16799,O
16804,O
16805,O
16807,C
16808,E
16809,N
16812,C
16813,E
16814,C
16815,C
16816,C
16818,C
16819,C
16820,N
16821,O
16822,E
16823,N
16827,E
16828,C
16829,N
16830,C
16831,A
16832,N
16835,E
16838,E
16839,N
16840,E
16841,C
16844,N
16847,N
16848,C
16849,C
16850,E
16851,C
16852,C
16855,E
16857,A
16858,E
16860,C
16861,C
16862,E
16866,A
16867,C
16868,C
16869,E
16870,O
16871,A
16872,E
16873,E
16874,O
16875,C
16876,E
16879,N
16880,C
16883,N
16885,E
16886,N
16887,C
16889,N
16890,E
16892,C
16893,E
16896,C
16898,C
16899,A
16900,N
16901,N
16902,E
16903,A
16904,C
16905,A
16906,N
16907,C
16908,E
16910,C
16912,C
16913,C
16915,N
16916,E
16917,N
16918,N
16919,E
16920,N
16921,C
16922,N
16923,N
16926,N
16927,C
16929,N
16930,A
16931,E
16932,A
16933,N
16936,A
16937,N
16938,N
16939,E
16940,C
16942,C
16944,N
16949,C
16953,C
16954,A
16955,O
16956,N
16958,C
16959,A
16960,E
16961,N
16962,E
16963,C
16964,O
16966,E
16967,N
16968,C
16970,C
16971,O
16976,C
16977,O
16978,A
16980,O
16981,N
16983,N
16986,N
16988,E
16989,E
16990,N
16991,N
16992,E
16995,C
16996,N
16998,N
17000,N
17001,A
17003,N
17007,A
17010,A
17013,C
17015,C
17016,C
17017,A
17019,C
17020,E
17021,N
17022,E
17024,A
17025,N
17026,C
17027,E
17031,N
17032,E
17033,C
17034,N
17036,C
17037,E
17038,N
17039,O
17040,C
17041,N
17042,N
17044,E
17046,O
17049,O
17050,E
17057,O
17058,O
17062,E
17063,E
17064,N
17066,O
17067,C
17069,C
17070,N
17072,A
17074,E
17075,N
17076,E
17077,C
17078,N
17079,C
17080,N
17081,E
17082,E
17084,E
17085,N
17088,C
17089,E
17090,N
17091,E
17094,E
17096,E
17097,E
17100,C
17102,O
17103,E
17105,C
17106,E
17108,C
17110,O
17111,E
17112,C
17114,E
17116,N
17118,C
17120,C
17122,C
17124,O
17125,O
17126,E
17129,N
17132,E
17133,O
17134,C
17135,E
17137,E
17138,N
17141,A
17142,C
17144,C
17146,N
17147,O
17148,C
17149,A
17151,E
17153,O
17155,E
17156,C
17158,C
17159,E
17161,N
17162,C
17165,C
17166,N
17167,N
17168,N
17169,E
17171,N
17172,C
17173,E
17175,E
17176,N
17178,E
17179,E
17181,C
17182,O
17183,N
17184,C
17187,E
17189,N
17190,C
17191,C
17192,C
17194,O
17195,C
17196,E
17197,C
17198,E
17200,N
17202,N
17203,C
17204,C
17206,C
17210,E
17212,C
17215,N
17217,N
17218,N
17219,C
17220,E
17222,E
17224,A
17225,O
17227,C
17234,A
17235,C
17236,C
17237,C
17238,C
17239,E
17240,C
17241,N
17243,A
17244,A
17245,E
17248,C
17250,E
17254,C
17257,C
17258,O
17260,E
17264,C
17266,N
17267,O
17268,C
17270,C
17272,E
17274,O
17279,C
17282,O
17283,E
17285,N
17287,N
17289,E
17291,A
17292,C
17293,C
17294,C
17295,E
17296,E
17298,A
17300,C
17303,E
17306,E
17307,N
17311,N
17312,C
17313,N
17316,E
17318,E
17322,E
17323,C
17324,O
17326,E
17327,C
17328,E
17329,N
17330,E
17331,N
17332,E
17334,N
17335,C
17336,C
17337,N
17342,N
17344,E
17345,E
17346,N
17347,E
17348,N
17351,E
17352,C
17353,N
17354,C
17356,N
17358,E
17359,E
17364,N
17365,N
17369,N
17370,C
17371,A
17372,E
17373,C
17374,N
17376,N
17378,C
17381,E
17382,C
17384,O
17386,E
17388,A
17389,C
17390,N
17395,C
17397,E
17398,N
17401,C
17402,E
17403,A
17405,N
17406,N
17408,A
17409,E
17410,C
17411,E
17412,E
17413,A
17414,N
17415,N
17416,A
17417,C
17419,C
17422,E
17424,N
17425,C
17427,C
17430,E
17431,N
17432,C
17433,E
17434,C
17436,N
17438,C
17439,E
17441,N
17442,E
17443,E
17444,C
17445,N
17447,N
17448,C
17449,N
17451,C
17452,E
17453,E
17455,E
17456,C
17458,A
17459,C
17460,A
17462,N
17463,N
17464,O
17466,O
17467,C
17468,C
17470,O
17471,N
17472,A
17474,C
17478,C
17479,C
17481,N
17483,C
17484,N
17486,N
17488,C
17490,C
17491,N
17492,C
17493,E
17495,N
17497,N
17498,C
17499,A
17501,C
17502,E
17503,E
17504,N
17505,C
17506,A
17516,N
17517,A
17519,N
17520,E
17524,N
17525,N
17526,C
17527,E
17529,O
17531,C
17534,C
17539,E
17540,O
17541,C
17542,E
17544,O
17546,C
17547,A
17549,C
17550,N
17551,C
17553,E
17556,A
17562,N
17568,E
17571,N
17574,O
17575,E
17576,E
17578,C
17579,O
17581,E
17582,N
17583,C
17585,N
17586,E
17587,C
17590,N
17591,C
17592,N
17593,C
17594,C
17595,N
17596,E
17598,C
17599,E
17600,C
17602,E
17603,C
17605,C
17607,E
17609,E
17610,O
17612,N
17613,C
17614,C
17615,C
17616,C
17617,N
17618,N
17619,O
17620,E
17621,C
17623,N
17624,A
17625,N
17626,C
17627,C
17628,E
17629,N
17630,C
17631,N
17632,O
17634,C
17635,A
17636,N
17638,N
17639,N
17642,O
17643,C
17644,C
17646,C
17647,A
17648,N
17650,C
17652,C
17653,O
17654,E
17655,C
17656,C
17658,C
17659,A
17660,E
17662,O
17663,E
17664,N
17667,E
17669,N
17673,N
17674,C
17676,N
17678,C
17680,C
17683,E
17684,C
17685,N
17686,C
17688,C
17689,C
17690,C
17691,E
17692,O
17693,C
17695,C
17696,N
17699,O
17700,C
17702,N
17704,E
17705,E
17708,C
17709,E
17710,E
17712,N
17714,N
17716,A
17718,E
17719,N
17720,E
17721,C
17725,N
17726,C
17728,C
17729,E
17730,N
17731,E
17734,C
17735,A
17737,A
17740,O
17741,E
17742,N
17743,A
17745,A
17746,E
17748,N
17749,O
17750,C
17753,N
17754,N
17755,A
17756,E
17757,O
17758,C
17759,N
17761,N
17762,A
17764,E
17765,C
17767,O
17768,C
17769,E
17771,O
17772,E
17773,N
17777,C
17780,E
17781,O
17782,O
17783,C
17784,E
17787,N
17789,N
17790,E
17791,E
17792,E
17794,O
17795,E
17796,N
17797,N
17799,E
17802,C
17803,N
17806,C
17810,E
17812,N
17813,E
17814,N
17815,C
17817,N
17818,O
17819,C
17821,C
17822,N
17823,N
17825,C
17827,C
17828,A
17829,E
17831,A
17833,E
17836,N
17837,N
17838,O
17839,N
17840,C
17842,A
17843,A
17846,E
17847,A
17848,O
17849,C
17850,E
17851,C
17852,O
17853,O
17855,N
17858,O
17861,N
17862,C
17863,C
17864,C
17865,C
17866,N
17870,E
17872,O
17873,N
17878,N
17879,N
17882,E
17883,C
17884,O
17886,C
17887,E
17888,N
17890,N
17893,N
17894,E
17895,C
17898,C
17899,E
17900,A
17901,E
17902,A
17903,O
17906,N
17907,C
17909,C
17912,C
17913,C
17915,E
17918,C
17919,A
17920,N
17921,N
17922,N
17926,N
17927,N
17930,E
17931,N
17932,A
17934,C
17936,N
17937,E
17939,E
17940,O
17944,N
17948,C
17949,O
17950,N
17951,C
17952,C
17954,C
17955,A
17956,N
17957,A
17958,C
17961,E
17964,C
17965,C
17970,C
17973,N
17975,E
17976,A
17977,A
17978,O
17979,E
17981,C
17982,N
17985,E
17987,C
17988,C
17989,E
17991,E
17992,C
17993,N
17996,N
17997,E
17999,C
18000,C
18002,C
18003,N
18005,O
18006,E
18007,N
18008,E
18010,C
18011,N
18012,E
18013,E
18014,N
18015,C
18016,E
18018,C
18019,N
18020,C
18021,E
18023,E
18025,E
18027,E
18029,A
18030,N
18032,E
18035,N
18037,E
18038,C
18039,N
18040,E
18041,N
18042,E
18044,C
18046,C
18047,O
18048,A
18049,E
18050,N
18052,A
18054,C
18055,N
18056,C
18057,O
18058,A
18059,E
18061,E
18062,E
18063,C
18067,A
18069,A
18070,C
18074,N
18076,O
18077,N
18078,C
18079,O
18080,C
18081,E
18082,C
18083,E
18088,O
18089,O
18091,C
18092,E
18093,C
18094,N
18095,E
18096,E
18097,O
18098,C
18101,C
18102,C
18103,E
18104,C
18107,N
18108,A
18109,C
18111,N
18112,C
18113,E
18114,O
18117,C
18119,N
18121,N
18123,N
18124,C
18125,C
18126,N
18129,C
18130,C
18131,A
18132,A
18134,E
18135,C
18137,C
18139,N
18141,N
18145,E
18146,C
18147,E
18148,C
18149,A
18150,C
18151,A
18153,O
18155,N
18156,O
18157,N
18159,N
18160,E
18163,C
18164,C
18165,N
18166,E
18167,N
18168,E
18169,N
18174,C
18176,N
18177,N
18179,A
18182,A
18184,E
18187,O
18189,C
18193,O
18194,C
18195,C
18196,C
18197,A
18198,C
18199,E
18201,A
18205,E
18206,A
18207,A
18208,C
18212,C
18215,C
18216,C
18218,N
18219,E
18220,N
18221,O
18222,E
18223,E
18224,O
18225,N
18226,O
18227,O
18228,N
18230,C
18231,N
18232,C
18234,O
18237,E
18238,N
18239,A
18240,E
18241,N
18242,N
18246,O
18251,E
18253,N
18254,C
18255,E
18257,E
18258,N
18259,O
18260,N
18266,A
18268,C
18270,N
18273,C
18274,E
18276,C
18282,N
18283,E
18286,O
18287,C
18288,N
18290,N
18292,A
18294,C
18296,C
18298,C
18300,N
18301,A
18302,N
18303,C
18304,C
18307,A
18308,N
18309,E
18310,C
18311,E
18312,E
18314,N
18315,C
18317,A
18319,C
18320,E
18321,N
18322,C
18324,N
18325,E
18326,N
18327,E
18328,C
18329,A
18330,E
18331,O
18332,E
18333,O
18334,A
18336,C
18341,E
18343,E
18345,A
18348,E
18350,C
18351,O
18352,O
18353,E
18354,N
18355,N
18356,E
18358,C
18359,N
18361,C
18362,C
18365,N
18366,O
18367,O
18368,N
18369,N
18370,C
18373,C
18376,N
18378,C
18380,C
18381,E
